YEAR,"CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male",HISPANIC OR LATINO AND RACE!!Total population,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,"HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Race alone or in combination with one or more other races!!Total population,Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population!!Asian,Race alone or in combination with one or more other races!!Total population!!Black or African American,Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Race alone or in combination with one or more other races!!Total population!!Some other race,Race alone or in combination with one or more other races!!Total population!!White,RACE!!Total population,RACE!!Total population!!One race,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Asian!!Asian Indian,RACE!!Total population!!One race!!Asian!!Chinese,RACE!!Total population!!One race!!Asian!!Filipino,RACE!!Total population!!One race!!Asian!!Japanese,RACE!!Total population!!One race!!Asian!!Korean,RACE!!Total population!!One race!!Asian!!Other Asian,RACE!!Total population!!One race!!Asian!!Vietnamese,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,RACE!!Total population!!One race!!Some other race,RACE!!Total population!!One race!!White,RACE!!Total population!!One race.1,RACE!!Total population!!Two or more races,RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and Asian,RACE!!Total population!!Two or more races!!White and Black or African American,RACE!!Total population!!Two or more races.1,SEX AND AGE!!Total population,SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!18 years and over.1,SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over.1,SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!Under 5 years,Total housing units,Zipcode
2020,2504,1319,1185,3201,326,72,94,159,1,2875,28,37,29,1,58,25,17,8,2697,3201,51,46,29,10,254,2860,3201,3161,28,0,0,0,0,37,0,0,16,21,0,0,0,29,1,1,0,0,0,246,2820,3161,40,0,23,0,0,40,3201,203,165,2644,2595,1335,1260,94.4,2595,99,2502,158,322,344,209,174,384,1174,671,1026,511,515,100.8,1026,273,82,1676,1525,54.7,91,606,117,1507,98612
2020,333,169,164,407,4,0,4,0,0,403,0,4,17,0,0,14,14,0,368,407,5,4,26,0,2,386,407,391,0,0,0,0,0,4,0,2,2,0,0,0,0,17,0,0,0,0,0,0,370,391,16,0,5,0,9,16,407,23,41,357,333,169,164,97,333,27,312,51,23,52,4,28,59,103,33,78,46,32,69.6,78,43,2,196,211,47.8,107.7,74,21,167,98613
2020,142,111,31,142,0,0,0,0,0,142,0,0,0,0,0,0,0,0,142,142,0,0,0,0,0,142,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,142,0,0,0,0,0,0,142,0,0,142,142,111,31,27.9,142,0,142,0,52,0,0,0,31,59,30,59,59,0,-,59,29,0,111,31,61.6,27.9,0,0,199,98614
2020,92,47,45,103,0,0,0,0,0,103,0,0,0,0,0,1,1,0,102,103,1,0,0,0,0,103,103,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,1,0,1,0,0,1,103,0,0,92,92,47,45,95.7,92,13,92,12,0,8,0,20,28,29,1,11,6,5,83.3,11,10,0,58,45,58.4,77.6,11,11,463,98616
2020,990,478,512,1138,24,0,21,0,3,1114,0,12,0,0,0,133,95,38,969,1138,19,88,0,0,38,1126,1138,1005,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,993,1005,133,0,19,76,0,133,1138,41,36,1018,1011,478,533,111.5,1011,54,989,48,211,148,51,191,103,277,63,234,98,136,138.8,234,114,57,578,560,52.3,96.9,127,21,505,98617
2020,479,257,222,613,31,0,26,5,0,582,106,0,0,0,0,15,12,3,461,613,123,0,0,3,3,504,613,593,106,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,484,593,20,0,17,0,0,20,613,56,46,507,482,257,225,87.5,482,20,468,33,46,76,22,61,48,212,123,187,99,88,88.9,187,42,22,299,314,54.5,105,131,18,308,98619
2020,5995,3017,2978,7670,375,0,181,194,0,7295,180,19,194,0,0,125,125,0,6777,7670,300,78,194,0,7,7216,7670,7545,220,0,0,0,0,33,10,0,9,0,0,14,0,194,0,0,0,0,0,7,7091,7545,125,0,80,45,0,125,7670,688,354,6178,6041,3040,3001,98.7,6041,176,5877,651,906,703,452,643,732,2575,1365,2130,1129,1001,88.7,2130,681,84,3732,3938,48.1,105.5,1629,235,3690,98620
2020,289,141,148,309,0,0,0,0,0,309,0,10,0,0,0,0,0,0,299,309,0,10,0,0,0,299,309,309,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,299,309,0,0,0,0,0,0,309,0,0,289,289,141,148,105,289,21,283,47,13,6,0,12,44,177,107,146,53,93,175.5,146,22,17,147,162,63.7,110.2,20,20,151,98621
2020,1555,782,773,1889,90,0,40,50,0,1799,53,0,13,6,0,32,4,28,1695,1889,53,4,13,6,35,1810,1889,1857,53,34,4,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,6,7,1778,1857,32,0,0,4,0,32,1889,125,55,1609,1566,782,784,100.3,1566,119,1532,272,158,232,121,118,89,612,336,568,282,286,101.4,568,172,60,900,989,49.8,109.9,323,32,987,98624
2020,5299,2643,2656,6516,222,0,203,19,0,6294,18,50,0,48,0,345,106,239,5833,6516,69,90,23,67,294,6345,6516,6171,18,13,0,0,0,50,0,0,0,0,50,0,0,0,48,0,0,48,0,55,6000,6171,345,0,24,36,0,345,6516,290,466,5712,5397,2671,2726,102.1,5397,303,5268,551,672,1074,249,688,808,1843,826,1201,609,592,97.2,1201,286,89,3136,3380,50.6,107.8,1119,214,3018,98625
2020,18815,9210,9605,25366,2157,50,1652,381,74,23209,197,308,89,20,130,842,756,86,21623,25366,1057,656,260,223,649,23669,25366,24239,600,66,12,0,0,308,14,146,30,36,0,31,51,170,20,17,2,0,1,320,22821,24239,1127,0,319,186,58,1127,25366,1711,1380,20085,19472,9641,9831,102,19472,1155,18842,3859,3033,3142,1566,2087,2126,4961,2226,3691,1785,1906,106.8,3691,928,537,12340,13026,40.1,105.6,5894,1616,10381,98626
2020,228,102,126,285,0,0,0,0,0,285,0,10,0,0,0,0,0,0,275,285,0,10,0,0,0,275,285,285,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,275,285,0,0,0,0,0,0,285,12,0,240,240,114,126,110.5,240,0,240,51,18,32,23,57,9,80,57,73,50,23,46,73,0,16,135,150,52.7,111.1,45,10,164,98628
2020,6409,3264,3145,8761,295,0,204,88,3,8466,13,229,28,0,0,157,157,0,8039,8761,40,350,56,0,71,8401,8761,8604,16,0,8,5,0,241,29,46,23,54,71,18,0,28,0,0,0,0,0,71,8248,8604,157,0,24,105,24,157,8761,642,708,6851,6536,3304,3232,97.8,6536,327,6187,712,1128,1210,627,679,570,1939,1148,1646,812,834,102.7,1646,454,44,4313,4448,42.5,103.1,2225,512,3308,98629
2020,2533,1343,1190,3055,390,7,251,132,0,2665,31,22,0,0,17,90,42,48,2505,3055,51,35,9,8,153,2889,3055,2965,31,20,0,0,0,22,0,8,0,0,0,0,14,0,0,0,0,0,0,105,2807,2965,90,0,20,5,9,90,3055,113,209,2659,2589,1385,1204,86.9,2589,86,2467,243,224,311,147,189,267,1283,811,1152,651,501,77,1152,244,97,1618,1437,57,88.8,466,114,3472,98631
2020,39969,20693,19276,52489,5386,28,4697,626,35,47103,727,741,645,136,289,2766,2621,145,41799,52489,2485,1425,1595,472,2068,48665,52489,48489,791,77,27,0,17,755,19,56,89,59,57,316,159,721,136,0,0,136,0,1310,44776,48489,4000,48,1429,613,616,4000,52489,3801,3704,42086,40764,21182,19582,92.4,40764,3168,38607,6229,6277,6018,2910,3100,3732,12791,6201,10591,5939,4652,78.3,10591,3048,1342,27355,25134,40,91.9,11725,2959,21952,98632
2020,1267,681,586,1586,53,0,19,34,0,1533,8,18,1,0,0,30,30,0,1476,1586,11,45,1,0,34,1559,1586,1522,8,0,0,0,0,18,0,0,0,0,0,18,0,1,0,0,0,0,0,0,1495,1522,64,0,3,27,0,64,1586,117,41,1324,1313,713,600,84.2,1313,177,1281,121,199,91,35,85,165,594,262,457,224,233,104,457,159,36,818,768,45.2,93.9,273,98,976,98635
2020,1087,407,680,1489,96,0,58,32,6,1393,35,4,48,0,48,22,22,0,1236,1489,68,4,48,0,107,1327,1489,1424,35,0,0,0,0,4,0,4,0,0,0,0,0,48,0,0,0,0,0,75,1262,1424,65,0,33,0,0,65,1489,120,206,1194,1110,426,684,160.6,1110,73,940,157,183,183,94,46,82,361,184,285,162,123,75.9,285,70,31,535,954,37.7,178.3,379,60,733,98638
2020,760,368,392,855,29,0,29,0,0,826,0,8,0,6,0,26,26,0,786,855,25,15,0,11,11,841,855,818,0,0,0,0,0,8,0,8,0,0,0,0,0,0,6,0,6,0,0,0,804,818,37,0,14,7,0,37,855,13,50,779,764,368,396,107.6,764,106,741,132,65,157,29,42,134,180,64,105,48,57,118.8,105,24,17,422,433,45.5,102.6,91,22,396,98639
2020,4281,2266,2015,4774,421,16,377,17,11,4353,2,99,2,0,0,112,112,0,4138,4774,86,149,2,0,377,4352,4774,4593,13,0,0,0,0,99,0,47,23,21,0,8,0,2,0,0,0,0,0,308,4171,4593,181,0,73,39,0,181,4774,46,114,4508,4491,2343,2148,91.7,4491,137,4409,331,189,387,103,618,663,2599,1531,2118,1077,1041,96.7,2118,441,146,2561,2213,63.5,86.4,283,68,5113,98640
2020,22,10,12,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,22,0,0,22,22,10,12,120,22,0,22,0,0,0,0,0,0,22,0,22,10,12,120,22,22,0,10,12,-,120,0,0,26,98641
2020,15449,7728,7721,20920,982,0,686,247,49,19938,102,642,280,15,21,616,593,23,18262,20920,382,949,431,174,259,19689,20920,20130,102,0,0,0,0,654,90,93,71,50,239,89,22,280,15,0,10,0,5,114,18965,20130,790,0,195,168,22,790,20920,1551,1309,16275,15666,7862,7804,99.3,15666,924,15070,2683,2381,2774,1450,1461,1507,4463,2141,3571,1963,1608,81.9,3571,1072,358,10418,10502,39.3,100.8,5254,1309,7844,98642
2020,259,139,120,355,0,0,0,0,0,355,0,4,24,0,0,39,39,0,288,355,39,4,24,0,0,327,355,316,0,0,0,0,0,4,0,4,0,0,0,0,0,24,0,0,0,0,0,0,288,316,39,0,39,0,0,39,355,16,11,270,259,139,120,86.3,259,0,259,33,52,32,58,25,36,97,45,81,47,34,72.3,81,36,0,184,171,44.3,92.9,96,11,274,98643
2020,420,243,177,481,71,0,71,0,0,410,0,0,13,0,0,9,0,9,388,481,0,0,13,0,80,397,481,472,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,71,388,472,9,0,0,0,0,9,481,25,12,456,444,267,177,66.3,444,0,444,0,61,67,0,22,84,294,101,210,143,67,46.9,210,27,82,304,177,63.1,58.2,37,0,459,98644
2020,1444,661,783,1962,297,0,96,0,201,1665,0,0,0,0,0,154,111,43,1511,1962,6,105,201,0,43,1962,1962,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,1607,355,0,6,105,201,355,1962,92,67,1465,1452,665,787,118.3,1452,129,1452,123,173,236,152,153,51,598,422,587,306,281,91.8,587,153,12,867,1095,46.6,126.3,510,199,703,98645
2020,244,128,116,256,0,0,0,0,0,256,10,21,0,0,0,10,10,0,215,256,20,21,0,0,0,225,256,246,10,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,215,246,10,0,10,0,0,10,256,0,0,256,256,128,128,100,256,0,256,0,33,37,0,14,84,135,0,88,43,45,104.7,88,68,20,128,128,64.1,100,0,0,162,98647
2020,2492,1210,1282,3207,135,0,103,9,23,3072,55,35,3,23,2,126,126,0,2828,3207,155,63,17,28,9,3082,3207,3081,55,0,0,0,16,35,0,3,8,21,0,3,0,3,23,0,0,23,0,9,2956,3081,126,0,79,7,14,126,3207,201,171,2666,2575,1273,1302,102.3,2575,156,2483,301,347,465,197,272,235,919,497,762,355,407,114.6,762,203,62,1614,1593,49.1,98.7,632,100,1483,98648
2020,607,285,322,860,0,0,0,0,0,860,86,0,36,0,69,5,5,0,664,860,91,0,36,0,69,669,860,855,86,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,69,664,855,5,0,5,0,0,5,860,87,28,651,633,298,335,112.4,633,12,617,62,138,73,88,58,98,245,117,184,108,76,70.4,184,67,0,375,485,43.2,129.3,227,32,420,98649
2020,915,416,499,1144,56,0,47,9,0,1088,11,5,0,0,0,118,118,0,954,1144,129,13,0,0,0,1128,1144,1026,11,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1010,1026,118,0,110,0,0,118,1144,54,82,971,938,422,516,122.3,938,27,892,126,126,132,50,108,58,363,237,315,143,172,120.3,315,74,4,532,612,52.1,115,206,66,695,98650
2020,802,359,443,1031,48,14,29,5,0,983,0,0,0,0,0,7,7,0,976,1031,0,7,0,0,11,1026,1031,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1013,1018,13,0,0,7,0,13,1031,0,41,855,830,387,443,114.5,830,0,825,117,152,161,86,124,93,252,112,178,96,82,85.4,178,65,1,457,574,47.3,125.6,201,79,473,98651
2020,9922,5046,4876,12305,1137,40,922,167,8,11168,109,263,434,23,40,562,532,30,9737,12305,304,516,750,88,550,10898,12305,11604,109,0,0,7,8,300,0,207,13,24,18,26,12,434,28,20,5,3,0,426,10307,11604,701,64,52,168,172,701,12305,466,406,10373,10223,5163,5060,98,10223,784,10009,2503,1792,1485,660,639,776,2497,1393,2104,1325,779,58.8,2104,477,234,6232,6073,38.2,97.4,2082,690,5881,98660
2020,33203,17016,16187,48485,9198,111,7781,1194,112,39287,112,1821,1370,1292,19,2591,2560,31,32082,48485,1256,2539,2781,1632,4578,39694,48485,44834,263,21,0,0,0,1821,5,334,509,77,97,266,533,1452,1395,109,28,1113,145,3608,36295,44834,3651,0,698,421,976,3651,48485,2954,2983,38454,37482,19157,18325,95.7,37482,3392,35466,8186,6551,5681,2956,3488,2519,7739,4052,6297,3401,2896,85.2,6297,1511,734,24977,23508,35.3,94.1,11003,3478,20439,98661
2020,24982,12425,12557,33798,3021,20,2509,357,135,30777,361,1712,830,277,83,1700,1646,54,25814,33798,1013,2297,1544,595,1395,29428,33798,31570,386,18,0,24,0,1712,14,158,254,72,81,397,736,865,277,176,48,53,0,935,27395,31570,2228,0,457,309,482,2228,33798,2391,2289,26950,26066,13011,13055,100.3,26066,2221,24705,4784,4884,4257,1858,2012,1823,6237,2768,5197,2772,2425,87.5,5197,1433,996,16692,17106,38,102.5,7732,2082,13047,98662
2020,11515,5568,5947,15406,2188,9,1841,204,134,13218,54,298,258,254,6,1465,1459,6,10883,15406,554,917,902,421,927,13609,15406,13741,58,0,0,2,0,298,7,64,49,12,79,77,10,262,254,54,72,112,16,838,12031,13741,1665,36,433,460,385,1665,15406,744,821,12468,12081,5850,6231,106.5,12081,636,11713,2909,1991,1795,942,1112,1229,2906,1399,2117,1214,903,74.4,2117,465,253,7301,8105,37.3,111,3325,1110,6572,98663
2020,16542,8875,7667,23601,3767,71,2946,711,39,19834,90,1020,377,176,0,852,822,30,17319,23601,319,1570,717,267,1117,21069,23601,22173,103,11,0,0,11,1220,130,213,82,311,22,88,374,377,176,0,0,158,18,600,19697,22173,1428,2,209,298,306,1428,23601,1283,973,18425,18030,9629,8401,87.2,18030,1177,17475,3194,3061,2864,1762,1264,1649,5355,2652,4469,2608,1861,71.4,4469,1244,573,12722,10879,40.1,85.5,5571,1905,9501,98664
2020,19533,9540,9993,27260,3800,7,3098,608,87,23460,202,699,686,102,0,1181,1172,9,20590,27260,751,1214,1097,348,1769,23939,27260,25653,229,0,0,0,0,699,0,113,296,50,57,132,51,686,102,34,16,17,35,1467,22470,25653,1607,0,362,288,337,1607,27260,1744,1577,21928,21164,10404,10760,103.4,21164,1774,20473,3728,4115,3217,1724,1649,1819,5479,2540,4413,2391,2022,84.6,4413,1165,708,13361,13899,39,104,6096,1500,11051,98665
2020,35,21,14,37,0,0,0,0,0,37,0,3,0,0,0,0,0,0,34,37,0,3,0,0,0,34,37,37,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,37,0,0,0,0,0,0,37,0,3,37,37,23,14,60.9,37,0,34,0,2,14,0,4,3,14,6,11,7,4,57.1,11,2,3,23,14,54.9,60.9,0,0,27,98670
2020,17692,9021,8671,23116,1329,0,1014,262,53,21787,207,487,222,0,7,747,634,113,20117,23116,614,595,490,135,409,22016,23116,22100,269,47,0,0,0,487,0,132,136,62,122,0,35,222,0,0,0,0,0,75,21047,22100,1016,0,222,57,268,1016,23116,1477,1626,18545,17930,9134,8796,96.3,17930,843,17133,2861,3200,3288,1563,1680,1679,4861,2751,3813,2074,1739,83.8,3813,674,388,11685,11431,41,97.8,5186,1086,8834,98671
2020,4920,2382,2538,7256,1665,8,1589,68,0,5591,0,45,42,0,0,105,105,0,5399,7256,58,92,42,46,267,6902,7256,7151,0,0,0,0,0,45,0,2,0,18,0,0,25,42,0,0,0,0,0,267,6797,7151,105,0,40,19,0,105,7256,475,368,6074,5870,2814,3056,108.6,5870,356,5737,1055,985,1043,217,462,574,1681,974,1285,595,690,116,1285,227,84,3595,3661,42.6,101.8,1386,436,3254,98672
2020,445,249,196,544,8,0,8,0,0,536,60,1,0,0,0,30,30,0,445,544,90,24,0,0,0,483,544,514,60,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,453,514,30,0,7,0,0,30,544,26,35,477,446,250,196,78.4,446,56,431,47,36,129,7,46,21,124,80,111,56,55,98.2,111,25,6,287,257,51.3,89.5,98,30,265,98673
2020,10007,4677,5330,14869,1630,0,1327,303,0,13239,77,108,87,0,72,260,215,45,12635,14869,195,205,159,53,782,14360,14869,14037,91,0,36,0,0,108,17,15,0,33,12,31,0,93,0,0,0,0,0,172,13573,14037,832,0,104,42,21,832,14869,1469,683,10698,10363,4873,5490,112.7,10363,801,10057,1914,1561,2051,1224,811,812,2742,1408,2245,1094,1151,105.2,2245,654,183,6964,7905,35.3,113.5,4506,1298,5356,98674
2020,5536,2460,3076,7604,254,7,175,16,56,7350,56,10,170,0,17,186,186,0,6911,7604,202,52,170,66,49,7334,7604,7386,56,0,0,0,0,10,2,0,0,8,0,0,0,170,0,0,0,0,0,17,7133,7386,218,0,103,17,0,218,7604,541,410,5691,5569,2475,3094,125,5569,638,5253,1108,695,938,430,304,548,1544,749,1148,517,631,122.1,1148,324,75,3405,4199,33.5,123.3,2035,844,2319,98675
2020,44247,22403,21844,63768,6787,75,5539,1042,131,56981,116,3736,909,619,203,3695,3615,80,47703,63768,1222,5027,2710,1332,3273,56073,63768,58252,156,33,0,0,0,3736,437,232,791,119,328,682,1147,984,619,181,29,95,314,1657,51100,58252,5516,23,777,821,1310,5516,63768,4420,4541,48580,46667,23732,22935,96.6,46667,4393,44175,9060,9871,7916,5625,3663,3456,8653,4758,6759,3595,3164,88,6759,1391,610,32158,31610,34.8,98.3,17101,4064,22642,98682
2020,23756,12292,11464,31676,4164,40,3230,578,316,27512,84,3364,616,137,59,1400,1369,31,21852,31676,477,4067,1142,202,1220,26391,31676,29941,109,0,28,0,0,3413,112,1308,301,303,366,428,595,622,153,45,72,36,0,916,24728,29941,1735,0,313,554,440,1735,31676,1582,1815,26124,25434,13357,12077,90.4,25434,1602,24357,4051,3945,4291,2085,1677,2342,8111,3625,6803,3988,2815,70.6,6803,1921,1257,16451,15225,43.2,92.5,6242,1483,13831,98683
2020,22251,11874,10377,31805,3839,0,3181,632,26,27966,363,2072,662,483,75,2583,1952,631,21728,31805,1126,2643,1492,668,2165,27115,31805,28530,381,8,0,0,0,2072,78,437,354,55,249,434,465,752,483,87,30,357,9,874,23968,28530,3275,75,599,498,604,3275,31805,2321,2015,25262,24165,12811,11354,88.6,24165,2281,22891,5046,4021,3711,2045,1931,1632,5574,3021,4799,2612,2187,83.7,4799,1346,432,16282,15523,35.4,95.3,7640,2003,11908,98684
2020,22056,11290,10766,29788,2369,103,1581,544,141,27419,25,1454,583,22,179,1043,1039,4,24113,29788,322,1986,955,98,1134,27147,29788,28069,25,0,0,0,0,1454,362,347,142,63,299,110,131,583,22,0,22,0,0,541,25444,28069,1719,0,249,458,295,1719,29788,2241,1866,23927,22968,11814,11154,94.4,22968,1534,22304,2768,3679,4547,1979,2811,2204,6246,3065,4980,2713,2267,83.6,4980,1349,566,15342,14446,44.2,94.2,6820,1179,11778,98685
2020,14927,7793,7134,20059,1601,140,1169,237,55,18458,31,960,259,125,89,789,716,73,16205,20059,168,1379,509,380,651,18255,20059,18960,31,0,0,0,0,986,178,298,84,82,79,224,41,259,125,123,2,0,0,313,17246,18960,1099,0,137,233,136,1099,20059,1278,1228,16066,15458,8049,7409,92,15458,1126,14864,2270,2639,3031,1227,1212,1313,4421,2176,3495,1894,1601,84.5,3495,1009,310,10095,9964,41.4,98.7,4601,1240,7751,98686
2020,29532,15228,14304,43799,14088,0,11939,1944,205,29711,213,244,215,21,47,1601,1483,118,27370,43799,1362,565,834,231,9573,35535,43799,39840,260,0,8,0,0,260,61,130,0,55,8,6,0,284,21,21,0,0,0,7385,31630,39840,3959,35,978,200,334,3959,43799,2291,2705,33643,32773,16760,16013,95.5,32773,2704,30987,6546,5198,4749,3705,2651,2729,8819,4002,7139,4028,3111,77.2,7139,1750,1387,21523,22276,35.9,103.5,11026,3382,17788,98801
2020,21113,10709,10404,31626,8562,17,7745,650,150,23064,219,248,142,119,36,779,568,211,21521,31626,523,531,292,204,7512,24014,31626,30276,253,65,0,67,0,258,15,72,45,13,21,92,0,158,119,109,0,0,10,6771,22717,30276,1350,0,266,197,84,1350,31626,2277,2125,24338,23445,11830,11615,98.2,23445,1850,22222,3656,3964,3715,2602,1980,1753,6926,3374,5827,3114,2713,87.1,5827,1594,859,15689,15937,38.1,101.6,8181,1877,12355,98802
2020,187,110,77,187,0,0,0,0,0,187,0,88,0,0,0,0,0,0,99,187,0,88,0,0,0,99,187,187,0,0,0,0,0,88,0,0,0,0,0,0,88,0,0,0,0,0,0,0,99,187,0,0,0,0,0,0,187,0,9,187,187,110,77,70,187,9,178,8,33,70,0,8,24,26,16,26,5,21,420,26,10,0,110,77,51.6,70,0,0,59,98811
2020,2425,1181,1244,5227,3304,0,3130,151,23,1923,202,38,9,0,0,179,179,0,1495,5227,369,71,9,31,2424,2802,5227,4793,202,0,0,0,0,38,0,0,0,0,38,0,0,9,0,0,0,0,0,2169,2375,4793,434,0,146,2,0,434,5227,366,371,3796,3576,1767,1809,102.4,3576,415,3386,860,457,585,496,281,287,814,345,601,332,269,81,601,188,68,2394,2833,29.8,118.3,1651,508,2104,98812
2020,723,390,333,3012,2485,0,2464,21,0,527,131,0,0,0,0,7,7,0,389,3012,204,0,11,34,2253,957,3012,2572,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,575,2572,440,0,42,0,11,440,3012,275,277,1983,1874,945,929,98.3,1874,193,1737,458,241,399,391,242,75,215,101,174,77,97,126,174,63,10,1563,1449,27.1,92.7,1138,287,1000,98813
2020,713,393,320,739,0,0,0,0,0,739,0,23,0,0,0,0,0,0,716,739,0,23,0,0,0,716,739,739,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,716,739,0,0,0,0,0,0,739,0,37,713,713,393,320,81.4,713,29,670,14,70,81,0,137,105,330,212,240,86,154,179.1,240,28,0,403,336,59,83.4,26,26,521,98814
2020,5120,2614,2506,7210,1382,0,1308,57,17,5828,72,34,0,0,0,88,80,8,5634,7210,136,98,62,10,897,6287,7210,6976,72,0,0,0,0,34,0,0,4,27,3,0,0,0,0,0,0,0,0,753,6117,6976,234,0,26,54,0,234,7210,540,447,5777,5586,2792,2794,100.1,5586,293,5434,709,741,881,492,514,801,2032,815,1495,687,808,117.6,1495,493,187,3591,3619,45.8,100.8,1624,297,2913,98815
